player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P3638,Sung,Le,1989-08-13,68,194,Asian,light,brown,beard,R,P,,1,RP,CL,,,,,55,,,,93,73,45,99,99,99,98,97,99,99,0,0,0,,,,,0,,,,87,67,96,93,43,98,90,88,92,99,0,0,0,False,,,0,,,,,,0,50,closer,
P5458,John,Doe,1991-03-12,74,183,Unknown,dark,black,clean_shaven,L,P,,1,RP,RP,,,,,53,,,,98,70,52,99,99,97,99,0,0,0,99,0,0,,,,,0,,,,94,61,92,95,52,89,96,0,0,0,93,0,0,False,,,0,,,,,,0,50,groundball_rp,
P3934,Sung,Nguyen,1993-12-09,72,216,Asian,medium,black,clean_shaven,L,P,,1,SP,SP,,,,,49,,,,91,68,72,99,54,99,97,99,99,0,98,99,0,,,,,0,,,,89,62,94,46,63,96,97,94,89,0,90,89,0,False,,,0,,,,,,0,50,finesse_sp,
P4637,Eduardo,Morales,2004-09-09,74,230,Hispanic,dark,black,clean_shaven,R,P,,1,RP,RP,,,,,53,,,,99,74,47,99,99,99,97,0,98,0,99,0,0,,,,,0,,,,99,94,99,99,74,99,99,0,99,0,99,0,0,False,,,0,,,,,,0,50,groundball_rp,
P6137,Jose,Gomez,1996-10-04,73,204,Hispanic,dark,black,beard,L,P,,1,SP,SP,,,,,51,,,,95,69,70,97,54,99,99,0,99,99,99,99,0,,,,,0,,,,92,68,96,49,70,99,98,0,94,98,99,94,0,False,,,0,,,,,,0,50,power_sp,
P3168,Sung,Li,1997-03-25,70,201,Asian,medium,black,mustache,R,P,,1,SP,SP,,,,,51,,,,89,68,69,97,55,98,97,99,99,99,0,0,0,,,,,0,,,,89,71,97,56,64,99,94,99,94,99,0,0,0,False,,,0,,,,,,0,50,balanced_sp,
P8081,Clemente,Binner,1997-01-26,74,203,Anglo,medium,black,clean_shaven,S,P,,1,RP,RP,,,,,53,,,,97,74,46,97,92,99,99,0,0,99,0,0,0,,,,,0,,,,95,77,99,89,51,99,99,0,0,99,0,0,0,False,,,0,,,,,,0,50,power_rp,
P8127,Yong,Zhang,1998-11-28,72,197,Asian,medium,black,clean_shaven,R,P,,1,RP,RP,,,,,57,,,,99,70,47,98,98,98,97,0,0,0,98,0,0,,,,,0,,,,99,76,99,99,55,99,99,0,0,0,99,0,0,False,,,0,,,,,,0,50,groundball_rp,
P1410,Jermaine,Jefferson,1996-12-24,75,171,African,dark,black,mustache,S,P,,1,SP,SP,,,,,51,,,,91,65,70,99,52,98,99,99,99,98,0,99,0,,,,,0,,,,87,69,94,57,75,96,99,96,95,99,0,97,0,False,,,0,,,,,,0,50,finesse_sp,
P6071,Antonio,Castillo,2004-08-16,73,247,Hispanic,medium,black,goatee,L,P,,1,RP,RP,,,,,55,,,,98,73,49,99,99,99,99,0,99,99,0,98,0,,,,,0,,,,99,91,99,99,66,99,99,0,99,99,0,99,0,False,,,0,,,,,,0,50,power_rp,
P1859,Sung,Hassan,1997-05-09,71,171,Asian,medium,black,clean_shaven,R,P,,1,RP,CL,,,,,53,,,,97,73,46,99,99,99,99,99,0,97,0,0,0,,,,,0,,,,95,70,95,99,48,99,94,96,0,95,0,0,0,False,,,0,,,,,,0,50,closer,
P6711,Manuel,Gomez,1989-06-02,75,162,Hispanic,medium,brown,goatee,R,C,,0,,,95,95,29,83,50,51,64,52,89,56,,,,,,,,,,,,90,91,22,76,50,0,0,52,80,46,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P7979,Darnell,Jackson,1988-04-11,70,230,African,medium,brown,beard,L,1B,,0,,,99,96,42,84,50,50,43,48,95,58,,,,,,,,,,,,98,89,39,77,50,0,0,48,87,58,,,,,,,,,,,,False,,,0,,,,,,0,50,,spray
P9586,Raul,Gomez,2003-04-24,73,192,Hispanic,medium,black,clean_shaven,R,2B,,0,,,98,86,91,86,53,50,64,52,92,58,,,,,,,,,,,,99,92,99,99,53,0,0,52,97,72,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P3886,Deshawn,Harris,1999-01-27,78,210,African,dark,black,clean_shaven,R,3B,,0,,,97,95,85,83,49,52,65,49,97,59,,,,,,,,,,,,99,99,90,88,49,0,0,49,99,71,,,,,,,,,,,,False,,,0,,,,,,0,50,,elite_speed
