player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P4768,Deshawn,Jackson,2002-07-08,78,187,African,light,black,clean_shaven,S,P,,1,RP,CL,,,,,55,,,,51,51,51,50,52,51,53,0,0,65,0,0,0,,,,,0,,,,56,63,63,64,64,59,60,0,0,79,0,0,0,False,,,0,,,,,,0,50,closer,
P2336,Xavier,Mitchell,1992-06-01,72,165,African,dark,black,beard,L,P,,1,RP,SP,,,,,49,,,,50,51,48,50,52,49,50,62,58,53,0,54,0,,,,,0,,,,46,43,43,51,45,41,42,60,58,50,0,50,0,False,,,0,,,,,,0,50,finesse_sp,
P8490,Xavier,Gaines,1991-09-28,69,213,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,48,49,51,50,52,50,47,60,62,0,0,53,0,,,,,0,,,,47,48,42,45,45,44,47,50,55,0,0,53,0,False,,,0,,,,,,0,50,finesse_sp,
P9575,Rafael,Garcia,1990-08-23,70,182,Hispanic,medium,brown,clean_shaven,R,P,,1,RP,CL,,,,,49,,,,48,48,50,50,52,51,46,56,56,65,0,0,0,,,,,0,,,,45,42,45,46,48,51,42,55,54,57,0,0,0,False,,,0,,,,,,0,50,closer,
P2715,Yong,Park,1988-02-21,72,180,Asian,light,brown,clean_shaven,S,P,,1,RP,SP,,,,,51,,,,52,50,49,50,52,48,50,56,59,60,57,0,0,,,,,0,,,,47,45,44,52,49,46,50,47,50,58,51,0,0,False,,,0,,,,,,0,50,power_sp,
P6616,Manuel,Ortiz,1996-09-01,71,212,Hispanic,medium,blonde,clean_shaven,L,P,,1,RP,SP,,,,,51,,,,49,50,49,50,52,51,48,0,53,0,62,0,0,,,,,0,,,,52,51,51,48,48,53,52,0,58,0,60,0,0,False,,,0,,,,,,0,50,groundball_sp,
P4396,Roberto,Reyes,1991-03-31,68,168,Hispanic,light,brown,beard,S,P,,1,RP,SP,,,,,51,,,,52,49,48,51,52,48,49,59,60,0,0,0,0,,,,,0,,,,50,47,46,43,46,41,48,52,56,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
P8363,Hector,Gomez,1993-05-02,74,174,Hispanic,medium,brown,clean_shaven,S,P,,1,RP,SP,,,,,48,,,,48,51,52,50,52,51,52,0,58,60,0,0,0,,,,,0,,,,46,45,40,52,43,46,46,0,56,58,0,0,0,False,,,0,,,,,,0,50,power_sp,
P6394,Sung,Kim,2003-08-03,76,244,Asian,medium,black,clean_shaven,R,P,,1,RP,RP,,,,,52,,,,48,49,49,52,52,48,51,56,0,57,60,0,0,,,,,0,,,,59,64,59,61,54,59,59,70,0,68,66,0,0,False,,,0,,,,,,0,50,groundball_rp,
P9351,Deshawn,Scott,1990-03-27,76,211,African,dark,black,mustache,S,P,,1,RP,SP,,,,,49,,,,52,48,52,50,52,52,46,0,58,61,0,53,0,,,,,0,,,,46,41,43,51,51,50,39,0,54,54,0,50,0,False,,,0,,,,,,0,50,power_sp,
P4131,Francis,Stormont,2000-10-18,75,223,Anglo,medium,brown,clean_shaven,R,P,,1,RP,RP,,,,,48,,,,50,48,48,52,52,50,49,0,0,58,0,0,0,,,,,0,,,,61,58,57,63,54,63,62,0,0,71,0,0,0,False,,,0,,,,,,0,50,power_rp,
P2466,Raul,Flores,1995-09-27,72,212,Hispanic,medium,blonde,clean_shaven,R,C,,0,,,62,51,51,50,51,52,53,49,48,50,,,,,,,,,,,,60,46,50,48,51,0,0,49,50,54,,,,,,,,,,,,True,Day-to-day shoulder bruise,,0,none,2026-07-06,2,2026-07-08,,0,50,,spray
P7488,Hector,Castillo,2004-02-12,74,166,Hispanic,light,blonde,clean_shaven,R,1B,,0,,,51,63,48,49,50,49,54,51,49,51,,,,,,,,,,,,74,73,71,64,50,0,0,51,60,71,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P6874,Jermaine,Carter,1991-01-18,71,204,African,dark,brown,beard,L,2B,,0,,,62,51,50,48,51,51,45,49,50,49,,,,,,,,,,,,62,51,47,45,51,0,0,49,48,48,,,,,,,,,,,,False,,,0,,,,,,0,50,,spray
P1283,Ricardo,Flores,1996-06-10,76,165,Hispanic,medium,black,clean_shaven,R,3B,,0,,,52,48,48,49,50,51,53,48,48,52,,,,,,,,,,,,55,45,44,50,50,0,0,48,50,49,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P7335,Sung,Lin,1991-04-09,78,190,Asian,medium,brown,clean_shaven,R,SS,,0,,,51,49,50,50,52,52,55,48,49,49,,,,,,,,,,,,44,41,44,47,52,0,0,48,44,46,,,,,,,,,,,,False,,,0,,,,,,0,50,,gap
P8481,Xavier,Young,2001-11-26,69,237,African,medium,black,clean_shaven,R,LF,,0,,,51,51,48,52,51,49,55,51,51,48,,,,,,,,,,,,59,61,56,61,51,0,0,51,64,61,,,,,,,,,,,,True,Day-to-day shoulder bruise,,0,none,2026-04-04,2,2026-04-06,,0,50,,gap
P4779,Victor,Ketcher,1992-06-14,74,165,Anglo,light,blonde,goatee,L,CF,,0,,,49,50,70,51,49,49,46,50,49,52,,,,,,,,,,,,49,40,60,48,49,0,0,50,45,51,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P2581,Cortez,Bayard,2004-09-22,69,249,Anglo,light,brown,clean_shaven,R,RF,,0,,,51,52,51,51,52,50,52,51,50,50,,,,,,,,,,,,73,67,61,65,52,0,0,51,80,77,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P4017,Yong,Liu,1987-12-12,78,222,Asian,light,black,beard,R,C,,0,,,50,48,49,49,50,50,55,51,52,48,,,,,,,,,,,,40,39,43,47,50,0,0,51,45,47,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P9795,Sung,Choi,1992-05-20,75,216,Asian,light,black,clean_shaven,R,RF,,0,,,48,51,52,50,49,51,54,52,49,52,,,,,,,,,,,,44,51,45,43,49,0,0,52,41,46,,,,,,,,,,,,False,,,0,,,,,,0,50,,gap
